"GeneID","Entry.x","Reviewed.x","Entry Name.x","Protein names.x","Gene_Names_Original.x","Length.x","Gene Names (synonym).x","Entry.y","Reviewed.y","Entry Name.y","Protein names.y","Gene_Names_Original.y","Length.y","Gene Names (synonym).y","KEGG_ID","GO_Terms","GO_Count","Metabolic_Pathways","Pathway_Count","Regulating_TFs","TF_Count","Is_TF","Regulates_Genes","Target_Count","Has_UniProt","Has_KEGG","Has_GO","Has_Pathway","Has_TF_Regulation","Annotation_Score","In_Carbon_Metabolism","In_Amino_Acid_Metabolism","In_Secondary_Metabolism","In_Actinorhodin","In_Prodigiosin","In_Calcium_Dependent_Antibiotic","In_Coelimycin_P1","In_Methylenomycin","In_Desferrioxamine","Functional_Class"
"SCO7052","Q9FC32","unreviewed","Q9FC32_STRCO","Uncharacterized protein","SCO7052 SC4G1.18c",131,"NA","Q9FC32","unreviewed","Q9FC32_STRCO","Uncharacterized protein","SCO7052 SC4G1.18c",131,"NA","sco:SCO7052",NA,0,NA,0,NA,0,FALSE,NA,0,FALSE,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO7050","Q9FC34","unreviewed","Q9FC34_STRCO","D-alanyl-D-alanine carboxypeptidase","SCO7050 SC4G1.16c",413,"NA","Q9FC34","unreviewed","Q9FC34_STRCO","D-alanyl-D-alanine carboxypeptidase","SCO7050 SC4G1.16c",413,"NA","sco:SCO7050","GO:0009002;GO:0006508",2,"Peptidoglycan biosynthesis - Streptomyces coelicolor (path:sco00550); Metabolic pathways - Streptomyces coelicolor (path:sco01100)",2,NA,0,FALSE,NA,0,FALSE,TRUE,TRUE,TRUE,FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO7048","Q9FC35","unreviewed","Q9FC35_STRCO","Delta fatty acid desaturase","SCO7048 SC4G1.14c",347,"NA","Q9FC35","unreviewed","Q9FC35_STRCO","Delta fatty acid desaturase","SCO7048 SC4G1.14c",347,"NA","sco:SCO7048","GO:0006629;GO:0016491",2,NA,0,NA,0,FALSE,NA,0,FALSE,TRUE,TRUE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO7045","Q9FC38","reviewed","Y7045_STRCO","UPF0166 protein SCO7045","SCO7045 SC4G1.11",114,"NA","Q9FC38","reviewed","Y7045_STRCO","UPF0166 protein SCO7045","SCO7045 SC4G1.11",114,"NA","sco:SCO7045",NA,0,NA,0,NA,0,FALSE,NA,0,FALSE,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO7043","Q9FC40","unreviewed","Q9FC40_STRCO","ArsR family transcriptional regulator","SCO7043 SC4G1.09",110,"NA","Q9FC40","unreviewed","Q9FC40_STRCO","ArsR family transcriptional regulator","SCO7043 SC4G1.09",110,"NA","sco:SCO7043",NA,0,NA,0,NA,0,FALSE,NA,0,FALSE,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO7042","Q9FC41","unreviewed","Q9FC41_STRCO","MarR-family transcriptional regulator","SCO7042 SC4G1.08c",135,"NA","Q9FC41","unreviewed","Q9FC41_STRCO","MarR-family transcriptional regulator","SCO7042 SC4G1.08c",135,"NA","sco:SCO7042","GO:0003700;GO:0006355",2,NA,0,NA,0,FALSE,NA,0,FALSE,TRUE,TRUE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO7041","Q9FC42","unreviewed","Q9FC42_STRCO","SseB protein N-terminal domain-containing protein","SCO7041 SC4G1.07",136,"NA","Q9FC42","unreviewed","Q9FC42_STRCO","SseB protein N-terminal domain-containing protein","SCO7041 SC4G1.07",136,"NA","sco:SCO7041",NA,0,NA,0,NA,0,FALSE,NA,0,FALSE,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO7039","Q9FC44","unreviewed","Q9FC44_STRCO","ABC transport system ATP-binding protein","SCO7039 SC4G1.05c",130,"NA","Q9FC44","unreviewed","Q9FC44_STRCO","ABC transport system ATP-binding protein","SCO7039 SC4G1.05c",130,"NA","sco:SCO7039","GO:0000166;GO:0005524;GO:0015833",3,NA,0,NA,0,FALSE,NA,0,FALSE,TRUE,TRUE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO7038","Q9FC45","unreviewed","Q9FC45_STRCO","Integral membrane protein","SCO7038 SC4G1.04c",760,"NA","Q9FC45","unreviewed","Q9FC45_STRCO","Integral membrane protein","SCO7038 SC4G1.04c",760,"NA","sco:SCO7038","GO:0008081;GO:0006629",2,NA,0,NA,0,FALSE,NA,0,FALSE,TRUE,TRUE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO7037","Q9FC46","unreviewed","Q9FC46_STRCO","Secreted protein","SCO7037 SC4G1.03",1131,"NA","Q9FC46","unreviewed","Q9FC46_STRCO","Secreted protein","SCO7037 SC4G1.03",1131,"NA","sco:SCO7037",NA,0,NA,0,NA,0,FALSE,NA,0,FALSE,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO7136","Q9FC50","unreviewed","Q9FC50_STRCO","NAD(P)-binding domain-containing protein","SCO7136 SC4B10.37",247,"NA","Q9FC50","unreviewed","Q9FC50_STRCO","NAD(P)-binding domain-containing protein","SCO7136 SC4B10.37",247,"NA","sco:SCO7136",NA,0,NA,0,NA,0,FALSE,NA,0,FALSE,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO7135","Q9FC51","unreviewed","Q9FC51_STRCO","OsmC family protein","SCO7135 SC4B10.36c",135,"NA","Q9FC51","unreviewed","Q9FC51_STRCO","OsmC family protein","SCO7135 SC4B10.36c",135,"NA","sco:SCO7135",NA,0,NA,0,NA,0,FALSE,NA,0,FALSE,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO7134","Q9FC52","unreviewed","Q9FC52_STRCO","Transcriptional regulatory protein","SCO7134 SC4B10.35",923,"NA","Q9FC52","unreviewed","Q9FC52_STRCO","Transcriptional regulatory protein","SCO7134 SC4B10.35",923,"NA","sco:SCO7134","GO:0006355",1,NA,0,NA,0,FALSE,NA,0,FALSE,TRUE,TRUE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO7133","Q9FC53","unreviewed","Q9FC53_STRCO","Membrane protein","SCO7133 SC4B10.34",113,"NA","Q9FC53","unreviewed","Q9FC53_STRCO","Membrane protein","SCO7133 SC4B10.34",113,"NA","sco:SCO7133",NA,0,NA,0,NA,0,FALSE,NA,0,FALSE,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO7132","Q9FC54","unreviewed","Q9FC54_STRCO","AB hydrolase-1 domain-containing protein","SCO7132 SC4B10.33",239,"NA","Q9FC54","unreviewed","Q9FC54_STRCO","AB hydrolase-1 domain-containing protein","SCO7132 SC4B10.33",239,"NA","sco:SCO7132",NA,0,NA,0,NA,0,FALSE,NA,0,FALSE,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO7131","Q9FC55","unreviewed","Q9FC55_STRCO","Lipase","SCO7131 SC4B10.32",316,"NA","Q9FC55","unreviewed","Q9FC55_STRCO","Lipase","SCO7131 SC4B10.32",316,"NA","sco:SCO7131","GO:0016787",1,NA,0,NA,0,FALSE,NA,0,FALSE,TRUE,TRUE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO7130","Q9FC56","unreviewed","Q9FC56_STRCO","DUF427 domain-containing protein","SCO7130 SC4B10.31",262,"NA","Q9FC56","unreviewed","Q9FC56_STRCO","DUF427 domain-containing protein","SCO7130 SC4B10.31",262,"NA","sco:SCO7130",NA,0,NA,0,NA,0,FALSE,NA,0,FALSE,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO7129","Q9FC57","unreviewed","Q9FC57_STRCO","Carboxymuconolactone decarboxylase-like domain-containing protein","SCO7129 SC4B10.30c",156,"NA","Q9FC57","unreviewed","Q9FC57_STRCO","Carboxymuconolactone decarboxylase-like domain-containing protein","SCO7129 SC4B10.30c",156,"NA","sco:SCO7129","GO:0051920",1,NA,0,NA,0,FALSE,NA,0,FALSE,TRUE,TRUE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO7128","Q9FC58","unreviewed","Q9FC58_STRCO","Transmembrane efflux protein","SCO7128 SC4B10.29c",511,"NA","Q9FC58","unreviewed","Q9FC58_STRCO","Transmembrane efflux protein","SCO7128 SC4B10.29c",511,"NA","sco:SCO7128","GO:0022857;GO:0055085",2,NA,0,NA,0,FALSE,NA,0,FALSE,TRUE,TRUE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO7127","Q9FC59","unreviewed","Q9FC59_STRCO","Cupin type-2 domain-containing protein","SCO7127 SC4B10.28c",164,"NA","Q9FC59","unreviewed","Q9FC59_STRCO","Cupin type-2 domain-containing protein","SCO7127 SC4B10.28c",164,"NA","sco:SCO7127",NA,0,NA,0,NA,0,FALSE,NA,0,FALSE,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO7126","Q9FC60","unreviewed","Q9FC60_STRCO","Cupin type-2 domain-containing protein","SCO7126 SC4B10.27",150,"NA","Q9FC60","unreviewed","Q9FC60_STRCO","Cupin type-2 domain-containing protein","SCO7126 SC4B10.27",150,"NA","sco:SCO7126",NA,0,NA,0,NA,0,FALSE,NA,0,FALSE,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO7125","Q9FC61","unreviewed","Q9FC61_STRCO","NAD(P)-binding domain-containing protein","SCO7125 SC4B10.26c",246,"NA","Q9FC61","unreviewed","Q9FC61_STRCO","NAD(P)-binding domain-containing protein","SCO7125 SC4B10.26c",246,"NA","sco:SCO7125",NA,0,NA,0,NA,0,FALSE,NA,0,FALSE,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO7122","Q9FC64","unreviewed","Q9FC64_STRCO","Acetyltransferase","SCO7122 SC4B10.23",163,"NA","Q9FC64","unreviewed","Q9FC64_STRCO","Acetyltransferase","SCO7122 SC4B10.23",163,"NA","sco:SCO7122","GO:0016747",1,NA,0,NA,0,FALSE,NA,0,FALSE,TRUE,TRUE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO7121","Q9FC65","unreviewed","Q9FC65_STRCO","Secreted protein","SCO7121 SC4B10.22",281,"NA","Q9FC65","unreviewed","Q9FC65_STRCO","Secreted protein","SCO7121 SC4B10.22",281,"NA","sco:SCO7121",NA,0,NA,0,NA,0,FALSE,NA,0,FALSE,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO7119","Q9FC67","unreviewed","Q9FC67_STRCO","Dehydrogenase","SCO7119 SC4B10.20",312,"NA","Q9FC67","unreviewed","Q9FC67_STRCO","Dehydrogenase","SCO7119 SC4B10.20",312,"NA","sco:SCO7119","GO:0051287",1,NA,0,NA,0,FALSE,NA,0,FALSE,TRUE,TRUE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO7118","Q9FC68","unreviewed","Q9FC68_STRCO","Methyltransferase type 12 domain-containing protein","SCO7118 SC4B10.19c",254,"NA","Q9FC68","unreviewed","Q9FC68_STRCO","Methyltransferase type 12 domain-containing protein","SCO7118 SC4B10.19c",254,"NA","sco:SCO7118",NA,0,NA,0,NA,0,FALSE,NA,0,FALSE,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO7117","Q9FC69","unreviewed","Q9FC69_STRCO","Ferredoxin reductase","SCO7117 SC4B10.18c",420,"NA","Q9FC69","unreviewed","Q9FC69_STRCO","Ferredoxin reductase","SCO7117 SC4B10.18c",420,"NA","sco:SCO7117",NA,0,"Fatty acid degradation - Streptomyces coelicolor (path:sco00071); Phenylalanine metabolism - Streptomyces coelicolor (path:sco00360); Benzoate degradation - Streptomyces coelicolor (path:sco00362); Metabolic pathways - Streptomyces coelicolor (path:sco01100); Microbial metabolism in diverse environments - Streptomyces coelicolor (path:sco01120); Degradation of aromatic compounds - Streptomyces coelicolor (path:sco01220)",6,NA,0,FALSE,NA,0,FALSE,TRUE,FALSE,TRUE,FALSE,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Amino Acid Metabolism"
"SCO7116","Q9FC70","unreviewed","Q9FC70_STRCO","PIG-L family deacetylase","SCO7116 SC4B10.17c",247,"NA","Q9FC70","unreviewed","Q9FC70_STRCO","PIG-L family deacetylase","SCO7116 SC4B10.17c",247,"NA","sco:SCO7116",NA,0,NA,0,NA,0,FALSE,NA,0,FALSE,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO7115","Q9FC71","unreviewed","Q9FC71_STRCO","Phenazine antibiotic biosynthesis protein","SCO7115 SC4B10.16c",366,"NA","Q9FC71","unreviewed","Q9FC71_STRCO","Phenazine antibiotic biosynthesis protein","SCO7115 SC4B10.16c",366,"NA","sco:SCO7115",NA,0,NA,0,NA,0,FALSE,NA,0,FALSE,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO7114","Q9FC72","unreviewed","Q9FC72_STRCO","Aldehyde dehydrogenase domain-containing protein","SCO7114 SC4B10.15c",463,"NA","Q9FC72","unreviewed","Q9FC72_STRCO","Aldehyde dehydrogenase domain-containing protein","SCO7114 SC4B10.15c",463,"NA","sco:SCO7114","GO:0016491",1,NA,0,NA,0,FALSE,NA,0,FALSE,TRUE,TRUE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO7113","Q9FC73","unreviewed","Q9FC73_STRCO","Integral membrane protein","SCO7113 SC4B10.14",211,"NA","Q9FC73","unreviewed","Q9FC73_STRCO","Integral membrane protein","SCO7113 SC4B10.14",211,"NA","sco:SCO7113",NA,0,NA,0,NA,0,FALSE,NA,0,FALSE,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO7112","Q9FC74","unreviewed","Q9FC74_STRCO","ECF-family RNA polymerase sigma factor","SCO7112 SC4B10.13c",298,"NA","Q9FC74","unreviewed","Q9FC74_STRCO","ECF-family RNA polymerase sigma factor","SCO7112 SC4B10.13c",298,"NA","sco:SCO7112",NA,0,NA,0,NA,0,FALSE,NA,0,FALSE,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO7111","Q9FC75","unreviewed","Q9FC75_STRCO","Hydroperoxide resistance protein","SCO7111 SC4B10.12c",137,"NA","Q9FC75","unreviewed","Q9FC75_STRCO","Hydroperoxide resistance protein","SCO7111 SC4B10.12c",137,"NA","sco:SCO7111","GO:0006979",1,NA,0,NA,0,FALSE,NA,0,FALSE,TRUE,TRUE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO7109","Q9FC77","unreviewed","Q9FC77_STRCO","Oxidoreductase","SCO7109 SC4B10.10c",576,"NA","Q9FC77","unreviewed","Q9FC77_STRCO","Oxidoreductase","SCO7109 SC4B10.10c",576,"NA","sco:SCO7109",NA,0,"Citrate cycle (TCA cycle) - Streptomyces coelicolor (path:sco00020); Oxidative phosphorylation - Streptomyces coelicolor (path:sco00190); Butanoate metabolism - Streptomyces coelicolor (path:sco00650); Other carbon fixation pathways - Streptomyces coelicolor (path:sco00720); Metabolic pathways - Streptomyces coelicolor (path:sco01100); Biosynthesis of secondary metabolites - Streptomyces coelicolor (path:sco01110); Microbial metabolism in diverse environments - Streptomyces coelicolor (path:sco01120); Carbon metabolism - Streptomyces coelicolor (path:sco01200)",8,NA,0,FALSE,NA,0,FALSE,TRUE,FALSE,TRUE,FALSE,2,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Carbon Metabolism; Secondary Metabolism"
"SCO7108","Q9FC78","unreviewed","Q9FC78_STRCO","NAD(P)-binding domain-containing protein","SCO7108 SC4B10.09c",248,"NA","Q9FC78","unreviewed","Q9FC78_STRCO","NAD(P)-binding domain-containing protein","SCO7108 SC4B10.09c",248,"NA","sco:SCO7108",NA,0,NA,0,NA,0,FALSE,NA,0,FALSE,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO7107","Q9FC79","unreviewed","Q9FC79_STRCO","Lipid/polyisoprenoid-binding YceI-like domain-containing protein","SCO7107 SC4B10.08c",198,"NA","Q9FC79","unreviewed","Q9FC79_STRCO","Lipid/polyisoprenoid-binding YceI-like domain-containing protein","SCO7107 SC4B10.08c",198,"NA","sco:SCO7107",NA,0,NA,0,NA,0,FALSE,NA,0,FALSE,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO7105","Q9FC81","unreviewed","Q9FC81_STRCO","RNA polymerase sigma factor","SCO7105 SC4B10.06c",301,"NA","Q9FC81","unreviewed","Q9FC81_STRCO","RNA polymerase sigma factor","SCO7105 SC4B10.06c",301,"NA","sco:SCO7105",NA,0,NA,0,NA,0,FALSE,NA,0,FALSE,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO7104","Q9FC82","unreviewed","Q9FC82_STRCO","RNA polymerase sigma factor","SCO7104 SC4B10.05",292,"NA","Q9FC82","unreviewed","Q9FC82_STRCO","RNA polymerase sigma factor","SCO7104 SC4B10.05",292,"NA","sco:SCO7104",NA,0,NA,0,NA,0,FALSE,NA,0,FALSE,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO7103","Q9FC83","unreviewed","Q9FC83_STRCO","SlyX protein","SCO7103 SC4B10.04c",99,"NA","Q9FC83","unreviewed","Q9FC83_STRCO","SlyX protein","SCO7103 SC4B10.04c",99,"NA","sco:SCO7103",NA,0,NA,0,NA,0,FALSE,NA,0,FALSE,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO7102","Q9FC84","unreviewed","Q9FC84_STRCO","Uncharacterized protein","SCO7102 SC4B10.03c",184,"NA","Q9FC84","unreviewed","Q9FC84_STRCO","Uncharacterized protein","SCO7102 SC4B10.03c",184,"NA","sco:SCO7102",NA,0,NA,0,NA,0,FALSE,NA,0,FALSE,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO7101","Q9FC85","unreviewed","Q9FC85_STRCO","Dehydrogenase","SCO7101 SC4B10.02",451,"NA","Q9FC85","unreviewed","Q9FC85_STRCO","Dehydrogenase","SCO7101 SC4B10.02",451,"NA","sco:SCO7101","GO:0016491",1,"Oxidative phosphorylation - Streptomyces coelicolor (path:sco00190); Metabolic pathways - Streptomyces coelicolor (path:sco01100)",2,NA,0,FALSE,NA,0,FALSE,TRUE,TRUE,TRUE,FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO7100","Q9FC86","unreviewed","Q9FC86_STRCO","Oxidoreductase","SCO7100 SC4B10.01",260,"NA","Q9FC86","unreviewed","Q9FC86_STRCO","Oxidoreductase","SCO7100 SC4B10.01",260,"NA","sco:SCO7100",NA,0,NA,0,NA,0,FALSE,NA,0,FALSE,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO1225","Q9FC88","unreviewed","Q9FC88_STRCO","Osmoprotectant transporter","SCO1225 2SCG58.25",504,"NA","Q9FC88","unreviewed","Q9FC88_STRCO","Osmoprotectant transporter","SCO1225 2SCG58.25",504,"NA","sco:SCO1225","GO:0022857;GO:0055085;GO:0016020",3,NA,0,NA,0,FALSE,NA,0,FALSE,TRUE,TRUE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO1224","Q9FC89","unreviewed","Q9FC89_STRCO","Sugar-phosphate isomerase","SCO1224 2SCG58.24c",152,"NA","Q9FC89","unreviewed","Q9FC89_STRCO","Sugar-phosphate isomerase","SCO1224 2SCG58.24c",152,"NA","sco:SCO1224","GO:0016853;GO:0005975",2,"Pentose phosphate pathway - Streptomyces coelicolor (path:sco00030); Fructose and mannose metabolism - Streptomyces coelicolor (path:sco00051); Carbon fixation by Calvin cycle - Streptomyces coelicolor (path:sco00710); Metabolic pathways - Streptomyces coelicolor (path:sco01100); Biosynthesis of secondary metabolites - Streptomyces coelicolor (path:sco01110); Microbial metabolism in diverse environments - Streptomyces coelicolor (path:sco01120); Carbon metabolism - Streptomyces coelicolor (path:sco01200); Biosynthesis of amino acids - Streptomyces coelicolor (path:sco01230)",8,NA,0,FALSE,NA,0,FALSE,TRUE,TRUE,TRUE,FALSE,3,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Carbon Metabolism; Secondary Metabolism"
"SCO1222","Q9FC91","unreviewed","Q9FC91_STRCO","Amidinotransferase","SCO1222 2SCG58.22",288,"NA","Q9FC91","unreviewed","Q9FC91_STRCO","Amidinotransferase","SCO1222 2SCG58.22",288,"NA","sco:SCO1222",NA,0,"Arginine biosynthesis - Streptomyces coelicolor (path:sco00220); Arginine and proline metabolism - Streptomyces coelicolor (path:sco00330); Metabolic pathways - Streptomyces coelicolor (path:sco01100); Biosynthesis of secondary metabolites - Streptomyces coelicolor (path:sco01110)",4,NA,0,FALSE,NA,0,FALSE,TRUE,FALSE,TRUE,FALSE,2,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Amino Acid Metabolism; Secondary Metabolism"
"SCO1221","Q9FC92","unreviewed","Q9FC92_STRCO","AsnC-family regulatory protein","SCO1221 2SCG58.21",167,"NA","Q9FC92","unreviewed","Q9FC92_STRCO","AsnC-family regulatory protein","SCO1221 2SCG58.21",167,"NA","sco:SCO1221","GO:0043565",1,NA,0,NA,0,FALSE,NA,0,FALSE,TRUE,TRUE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO1220","Q9FC93","unreviewed","Q9FC93_STRCO","Regulatory protein","SCO1220 2SCG58.20c",253,"NA","Q9FC93","unreviewed","Q9FC93_STRCO","Regulatory protein","SCO1220 2SCG58.20c",253,"NA","sco:SCO1220","GO:0000160",1,NA,0,NA,0,FALSE,NA,0,FALSE,TRUE,TRUE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO1219","Q9FC94","unreviewed","Q9FC94_STRCO","Integral membrane protein","SCO1219 2SCG58.19c",131,"NA","Q9FC94","unreviewed","Q9FC94_STRCO","Integral membrane protein","SCO1219 2SCG58.19c",131,"NA","sco:SCO1219",NA,0,NA,0,NA,0,FALSE,NA,0,FALSE,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO1218","Q9FC95","unreviewed","Q9FC95_STRCO","Transmembrane transport protein","SCO1218 2SCG58.18c",611,"NA","Q9FC95","unreviewed","Q9FC95_STRCO","Transmembrane transport protein","SCO1218 2SCG58.18c",611,"NA","sco:SCO1218","GO:0022857;GO:0055085;GO:0016020",3,NA,0,NA,0,FALSE,NA,0,FALSE,TRUE,TRUE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO1217","Q9FC96","unreviewed","Q9FC96_STRCO","Sensor kinase","SCO1217 2SCG58.17c",405,"NA","Q9FC96","unreviewed","Q9FC96_STRCO","Sensor kinase","SCO1217 2SCG58.17c",405,"NA","sco:SCO1217",NA,0,NA,0,NA,0,FALSE,NA,0,FALSE,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO1216","Q9FC97","unreviewed","Q9FC97_STRCO","Integral membrane protein","SCO1216 2SCG58.16",67,"NA","Q9FC97","unreviewed","Q9FC97_STRCO","Integral membrane protein","SCO1216 2SCG58.16",67,"NA","sco:SCO1216",NA,0,NA,0,NA,0,FALSE,NA,0,FALSE,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO1215","Q9FC98","unreviewed","Q9FC98_STRCO","Integral membrane protein","SCO1215 2SCG58.15",316,"NA","Q9FC98","unreviewed","Q9FC98_STRCO","Integral membrane protein","SCO1215 2SCG58.15",316,"NA","sco:SCO1215",NA,0,NA,0,NA,0,FALSE,NA,0,FALSE,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO1210","Q9FCA3","unreviewed","Q9FCA3_STRCO","Transcriptional regulatory protein","SCO1210 2SCG58.10",218,"NA","Q9FCA3","unreviewed","Q9FCA3_STRCO","Transcriptional regulatory protein","SCO1210 2SCG58.10",218,"NA","sco:SCO1210","GO:0003677",1,NA,0,NA,0,FALSE,NA,0,FALSE,TRUE,TRUE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
